# EDUK2 solver execution report
# generated_at: 2026-08-24T11:02:19-03:00
instance	algorithm	status	runs	elapsed_seconds	profit	weight	optimal	verified	states_scanned	points_generated	bb_nodes	details
hi_n10000-152-s95933711c73949523.ukp	faithful	ok	1	0,562974	12529066529,000000	73949512,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-152-s95933711c73949523.ukp	ocaml_pyasukpt	ok	1	2,855194	12529066529,000000		0,000000			1132633,000000	10001,000000	Not a Saw ukp       7891 true          1    1132633 false     12529066529    2.81521 10001
hi_n10000-153-s212229957c20180366.ukp	faithful	ok	1	0,082301	3399521850,000000	20180295,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-153-s212229957c20180366.ukp	ocaml_pyasukpt	ok	1	0,251166	3399521850,000000		0,000000			89967,000000	10001,000000	Not a Saw ukp       1815 true          1      89967 false      3399521850    0.23815 10001
hi_n10000-154-s898053813c74781762.ukp	faithful	ok	1	0,365370	7968640685,000000	74781566,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-154-s898053813c74781762.ukp	ocaml_pyasukpt	ok	1	2,331387	7968640685,000000		0,000000			1306122,000000	10001,000000	Not a Saw ukp       7685 true          1    1306122 false      7968640685    2.30363 10001
hi_n10000-155-s228047780c5590253.ukp	faithful	ok	1	0,098516	768819000,000000	5590152,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-155-s228047780c5590253.ukp	ocaml_pyasukpt	ok	1	2,566049	768819000,000000		0,000000			50767,000000	10001,000000	Not a Saw ukp       8917 true          1      50767 false       768819000    2.55392 10001
hi_n10000-156-s338119343c32032990.ukp	faithful	ok	1	0,117814	3622280589,000000	32032981,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-156-s338119343c32032990.ukp	ocaml_pyasukpt	ok	1	0,881950	3622280589,000000		0,000000			204523,000000	10001,000000	Not a Saw ukp       4747 false          3     204523 false      3622280589    0.86744 10001
hi_n10000-157-s491707671c69314154.ukp	faithful	ok	1	0,139692	8151060596,000000	69314144,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-157-s491707671c69314154.ukp	ocaml_pyasukpt	ok	1	0,412010	8151060596,000000		0,000000			315001,000000	10001,000000	Not a Saw ukp       3007 false          3     315001 false      8151060596    0.39077 10001
hi_n10000-158-s394447196c8367345.ukp	faithful	ok	1	0,112807	1349863683,000000	8367140,000000	1,000000	1,000000	0,000000	0,000000	0,000000	last_stop_reason=
hi_n10000-158-s394447196c8367345.ukp	ocaml_pyasukpt	ok	1	1,550740	1349863683,000000		0,000000			74560,000000	10001,000000	Not a Saw ukp       6360 true          1      74560 false      1349863683    1.53757 10001
